seed,episodes_done,total_time_s,avg_reward_per_ep,std_reward_per_ep,avg_time_per_ep,total_forward_calls,total_backward_calls
0,500,3691.1346912384033,-13.3,19.081666593880104,7.3822593479156495,385332,64222
