seed,episodes_done,total_time_s,avg_reward_per_ep,std_reward_per_ep,avg_time_per_ep,total_forward_calls,total_backward_calls
0,500,2.397345781326294,11.5,32.69785925714404,0.004792686462402344,104932,104932
