seed,episodes_done,total_time_s,avg_reward_per_ep,std_reward_per_ep,avg_time_per_ep,total_forward_calls,total_backward_calls
0,29,304.01993560791016,-14.482758620689655,20.44103494521232,10.483446055445178,10668,3556
