seed,episodes_done,total_time_s,avg_reward_per_ep,std_reward_per_ep,avg_time_per_ep,total_forward_calls,total_backward_calls
0,500,2.711606740951538,10.74,31.2993993552592,0.005423213481903076,103280,103280
